species_id,family,genus,species,genus_species_subspecies,genus_species,woodspecificgrav,seedmass,height,leafmass,relativegrowthratesaplings,relativegrowthratelarge,robin,lifeform,breeding,repr_no95,bsl_repr95,bas95,stno
anib2,Lauraceae,Aniba,sp.2,Aniba sp.2,Aniba sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annoch,Annonaceae,Annona,cherimola,Annona cherimola,Annona cherimola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annogl,Annonaceae,Annona,glabra,Annona glabra,Annona glabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annomo,Annonaceae,Annona,montana,Annona montana,Annona montana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annomu,Annonaceae,Annona,muricata,Annona muricata,Annona muricata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annopi,Annonaceae,Annona,pittieri,Annona pittieri,Annona pittieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annopu,Annonaceae,Annona,purpurea,Annona purpurea,Annona purpurea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
annore,Annonaceae,Annona,reticulata,Annona reticulata,Annona reticulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apeihy,Malvaceae,Apeiba,hybrid,Apeiba hybrid,Apeiba hybrid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
apheca,Acanthaceae,Aphelandra,campanensis,Aphelandra campanensis,Aphelandra campanensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aphegr,Acanthaceae,Aphelandra,gracilis,Aphelandra gracilis,Aphelandra gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aphede,Acanthaceae,Aphelandra,scabra,Aphelandra scabra,Aphelandra scabra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
appuse,Rubiaceae,Appunia,seibertii,Appunia seibertii,Appunia seibertii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardidu,Myrsinaceae,Ardisia,dukei,Ardisia dukei,Ardisia dukei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardigl,Myrsinaceae,Ardisia,glomerata,Ardisia glomerata,Ardisia glomerata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardigu,Myrsinaceae,Ardisia,guianensis,Ardisia guianensis,Ardisia guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardiop,Myrsinaceae,Ardisia,opaca,Ardisia opaca,Ardisia opaca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardio1,Myrsinaceae,Ardisia,opegrapha,Ardisia opegrapha,Ardisia opegrapha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardire,Myrsinaceae,Ardisia,revoluta,Ardisia revoluta,Ardisia revoluta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardiso,Myrsinaceae,Ardisia,solanacea,Ardisia solanacea,Ardisia solanacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardi11,Myrsinaceae,Ardisia,sp.11,Ardisia sp.11,Ardisia sp.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardi15,Myrsinaceae,Ardisia,sp.15,Ardisia sp.15,Ardisia sp.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardi5,Myrsinaceae,Ardisia,sp.5,Ardisia sp.5,Ardisia sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardi6,Myrsinaceae,Ardisia,sp.6,Ardisia sp.6,Ardisia sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardi7,Myrsinaceae,Ardisia,sp.7,Ardisia sp.7,Ardisia sp.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ardi9,Myrsinaceae,Ardisia,sp.9,Ardisia sp.9,Ardisia sp.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
artoal,Moraceae,Artocarpus,altilis,Artocarpus altilis,Artocarpus altilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aspime,Apocynaceae,Aspidosperma,megalocarpon,Aspidosperma megalocarpon,Aspidosperma megalocarpon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ast1al,Arecaceae,Astrocaryum,alatum,Astrocaryum alatum,Astrocaryum alatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
myrcze,Myrtaceae,Aulomyrcia,zetekiana,Aulomyrcia zetekiana,Aulomyrcia zetekiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
avicbi,Acanthaceae,Avicennia,bicolor,Avicennia bicolor,Avicennia bicolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
avicge,Acanthaceae,Avicennia,germinans,Avicennia germinans,Avicennia germinans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bactba,Arecaceae,Bactris,barronis,Bactris barronis,Bactris barronis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bactga,Arecaceae,Bactris,gasipaes,Bactris gasipaes,Bactris gasipaes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bactm1,Arecaceae,Bactris,maraja,Bactris maraja,Bactris maraja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bactpa,Arecaceae,Bactris,panamensis,Bactris panamensis,Bactris panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauh1,Fabaceae-caesalpinioideae,Bauhinia,sp.1,Bauhinia sp.1,Bauhinia sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bauhun,Fabaceae-caesalpinioideae,Bauhinia,ungulata,Bauhinia ungulata,Bauhinia ungulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beilti,Lauraceae,Beilschmiedia,aff.tilaranensis,Beilschmiedia aff.tilaranensis,Beilschmiedia aff.tilaranensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beilsu,Lauraceae,Beilschmiedia,sulcata,Beilschmiedia sulcata,Beilschmiedia sulcata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bellpe,Melastomataceae,Bellucia,pentamera,Bellucia pentamera,Bellucia pentamera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bertgu,Rubiaceae,Bertiera,guianensis,Bertiera guianensis,Bertiera guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beslfo,Gesneriaceae,Besleria,formicaria,Besleria formicaria,Besleria formicaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
beslro,Gesneriaceae,Besleria,robusta,Besleria robusta,Besleria robusta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
billco,Sapindaceae,Billia,rosea,Billia rosea,Billia rosea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bixaor,Bixaceae,Bixa,orellana,Bixa orellana,Bixa orellana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bligsa,Sapindaceae,Blighia,sapida,Blighia sapida,Blighia sapida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
boccfr,Papaveraceae,Bocconia,frutescens,Bocconia frutescens,Bocconia frutescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jacqma,Theophrastaceae,Bonellia,macrocarpa,Bonellia macrocarpa,Bonellia macrocarpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
boro1,Rubiaceae,Borojoa,sp.1,Borojoa sp.1,Borojoa sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bourco,Boraginaceae,Bourreria,costaricensis,Bourreria costaricensis,Bourreria costaricensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brosco,Moraceae,Brosimum,costaricanum,Brosimum costaricanum,Brosimum costaricanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brosla,Moraceae,Brosimum,lactescens,Brosimum lactescens,Brosimum lactescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
brosru,Moraceae,Brosimum,rubescens,Brosimum rubescens,Brosimum rubescens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
browma,Fabaceae-caesalpinioideae,Brownea,macrophylla,Brownea macrophylla,Brownea macrophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
buchca,Combretaceae,Buchenavia,tetraphylla,Buchenavia tetraphylla,Buchenavia tetraphylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bucibu,Combretaceae,Bucida,buceras,Bucida buceras,Bucida buceras,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
buncdw,Malpighiaceae,Bunchosia,dwyeri,Bunchosia dwyeri,Bunchosia dwyeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
buncma,Malpighiaceae,Bunchosia,macrophylla,Bunchosia macrophylla,Bunchosia macrophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
buncod,Malpighiaceae,Bunchosia,odorata,Bunchosia odorata,Bunchosia odorata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bunc1,Malpighiaceae,Bunchosia,sp.1,Bunchosia sp.1,Bunchosia sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
burssi,Burseraceae,Bursera,simaruba,Bursera simaruba,Bursera simaruba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bursto,Burseraceae,Bursera,tomentosa,Bursera tomentosa,Bursera tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
byrsc1,Malpighiaceae,Byrsonima,crispa,Byrsonima crispa,Byrsonima crispa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
byrsne,Malpighiaceae,Byrsonima,dressleri,Byrsonima dressleri,Byrsonima dressleri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caesco,Fabaceae-caesalpinioideae,Caesalpinia,coriaria,Caesalpinia coriaria,Caesalpinia coriaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calaco,Icacinaceae,Calatola,costaricensis,Calatola costaricensis,Calatola costaricensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
callgr,Fabaceae-mimosoideae,Calliandra,aff.grandifolia,Calliandra aff.grandifolia,Calliandra aff.grandifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
callst,Fabaceae-mimosoideae,Calliandra,laxa,Calliandra laxa,Calliandra laxa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cal4ac,Lamiaceae,Callicarpa,acuminata,Callicarpa acuminata,Callicarpa acuminata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calobr,Clusiaceae,Calophyllum,brasiliense,Calophyllum brasiliense,Calophyllum brasiliense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caloin,Clusiaceae,Calophyllum,inophyllum,Calophyllum inophyllum,Calophyllum inophyllum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cal11,Myrtaceae,Calycolpus,sp.1,Calycolpus sp.1,Calycolpus sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calych,Myrtaceae,Calyptranthes,chytraculia,Calyptranthes chytraculia,Calyptranthes chytraculia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calypu,Myrtaceae,Calyptranthes,pulchella,Calyptranthes pulchella,Calyptranthes pulchella,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
calytu,Myrtaceae,Calyptranthes,tumidonodia,Calyptranthes tumidonodia,Calyptranthes tumidonodia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cal3co,Arecaceae,Calyptrogyne,costatifrons,Calyptrogyne costatifrons,Calyptrogyne costatifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
camppa,Anacardiaceae,Campnosperma,panamense,Campnosperma panamense,Campnosperma panamense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappos,Capparaceae,Capparis,aff.osmantha,Capparis aff.osmantha,Capparis aff.osmantha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappan,Capparaceae,Capparis,antonensis,Capparis antonensis,Capparis antonensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappcy,Capparaceae,Capparis,cynophallophora,Capparis cynophallophora,Capparis cynophallophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappdi,Capparaceae,Capparis,discolor,Capparis discolor,Capparis discolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappfl,Capparaceae,Capparis,flexuosa,Capparis flexuosa,Capparis flexuosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappin,Capparaceae,Capparis,indica,Capparis indica,Capparis indica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
capppa,Capparaceae,Capparis,panamensis,Capparis panamensis,Capparis panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
capppi,Capparaceae,Capparis,pittieri,Capparis pittieri,Capparis pittieri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cappve,Capparaceae,Capparis,verrucosa,Capparis verrucosa,Capparis verrucosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caragu,Meliaceae,Carapa,guianensis,Carapa guianensis,Carapa guianensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caripa,Caricaceae,Carica,papaya,Carica papaya,Carica papaya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
carybu,Lauraceae,Caryodaphnopsis,burgeri,Caryodaphnopsis burgeri,Caryodaphnopsis burgeri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caryto,Lauraceae,Caryodaphnopsis,tomentosa,Caryodaphnopsis tomentosa,Caryodaphnopsis tomentosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
casea1,Salicaceae,Casearia,arguta,Casearia arguta,Casearia arguta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
casec1,Salicaceae,Casearia,coronata,Casearia coronata,Casearia coronata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
casec2,Salicaceae,Casearia,corymbosa,Casearia corymbosa,Casearia corymbosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
caseni,Salicaceae,Casearia,nigricans,Casearia nigricans,Casearia nigricans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
case3,Salicaceae,Casearia,sp.3,Casearia sp.3,Casearia sp.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
case4,Salicaceae,Casearia,sp.4,Casearia sp.4,Casearia sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
case5,Salicaceae,Casearia,sp.5,Casearia sp.5,Casearia sp.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
case6,Salicaceae,Casearia,sp.6,Casearia sp.6,Casearia sp.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cas1gr,Fabaceae-caesalpinioideae,Cassia,grandis,Cassia grandis,Cassia grandis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cas1mo,Fabaceae-caesalpinioideae,Cassia,moschata,Cassia moschata,Cassia moschata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cass2,Rhizophoraceae,Cassipourea,enana,Cassipourea enana,Cassipourea enana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cass1,Rhizophoraceae,Cassipourea,hoja_grande,Cassipourea hoja_grande,Cassipourea hoja_grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
castel,Moraceae,Castilla,elastica,Castilla elastica,Castilla elastica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cecrga,Urticaceae,Cecropia,garciae,Cecropia garciae,Cecropia garciae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cecrhe,Urticaceae,Cecropia,heterochroma,Cecropia heterochroma,Cecropia heterochroma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cecrhi,Urticaceae,Cecropia,hispidissima,Cecropia hispidissima,Cecropia hispidissima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cedrfi,Meliaceae,Cedrela,fissilis,Cedrela fissilis,Cedrela fissilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
centto,Campanulaceae,Centropogon,tortilis,Centropogon tortilis,Centropogon tortilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cha1pi,Arecaceae,Chamaedorea,pinnatifrons,Chamaedorea pinnatifrons,Chamaedorea pinnatifrons,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cheico,Celastraceae,Cheiloclinium,cognatum,Cheiloclinium cognatum,Cheiloclinium cognatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chimla,Rubiaceae,Chimarrhis,latifolia,Chimarrhis latifolia,Chimarrhis latifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chimpa,Rubiaceae,Chimarrhis,parviflora,Chimarrhis parviflora,Chimarrhis parviflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chi1pa,Oleaceae,Chionanthus,panamensis,Chionanthus panamensis,Chionanthus panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chloma,Fabaceae-mimosoideae,Chloroleucon,mangense,Chloroleucon mangense,Chloroleucon mangense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chomsp,Rubiaceae,Chomelia,spinosa,Chomelia spinosa,Chomelia spinosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chroru,Sapotaceae,Chromolucuma,aff.rubriflora,Chromolucuma aff.rubriflora,Chromolucuma aff.rubriflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr3ic,Chrysobalanaceae,Chrysobalanus,icaco,Chrysobalanus icaco,Chrysobalanus icaco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1gl,Clusiaceae,Chrysochlamys,glauca,Chrysochlamys glauca,Chrysochlamys glauca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1gr,Clusiaceae,Chrysochlamys,grandifolia,Chrysochlamys grandifolia,Chrysochlamys grandifolia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr2br,Sapotaceae,Chrysophyllum,brenesii,Chrysophyllum brenesii,Chrysophyllum brenesii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr2co,Sapotaceae,Chrysophyllum,colombianum,Chrysophyllum colombianum,Chrysophyllum colombianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr2hi,Sapotaceae,Chrysophyllum,hirsutum,Chrysophyllum hirsutum,Chrysophyllum hirsutum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr21,Sapotaceae,Chrysophyllum,sp.1,Chrysophyllum sp.1,Chrysophyllum sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr22,Sapotaceae,Chrysophyllum,sp.2,Chrysophyllum sp.2,Chrysophyllum sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr2ve,Sapotaceae,Chrysophyllum,venezuelanense,Chrysophyllum venezuelanense,Chrysophyllum venezuelanense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cinnpa,Lauraceae,Cinnamomum,paratriplinerve,Cinnamomum paratriplinerve,Cinnamomum paratriplinerve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cithca,Verbenaceae,Citharexylum,caudatum,Citharexylum caudatum,Citharexylum caudatum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cith1,Verbenaceae,Citharexylum,sp.1,Citharexylum sp.1,Citharexylum sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
citrsi,Rutaceae,Citrus,sinensis,Citrus sinensis,Citrus sinensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clarbi,Moraceae,Clarisia,biflora,Clarisia biflora,Clarisia biflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clarra,Moraceae,Clarisia,racemosa,Clarisia racemosa,Clarisia racemosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clavbi,Theophrastaceae,Clavija,biborrana,Clavija biborrana,Clavija biborrana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clavco,Theophrastaceae,Clavija,costaricana,Clavija costaricana,Clavija costaricana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clavme,Theophrastaceae,Clavija,mezii,Clavija mezii,Clavija mezii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cletla,Clethraceae,Clethra,lanata,Clethra lanata,Clethra lanata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clidco,Melastomataceae,Clidemia,crenulata,Clidemia crenulata,Clidemia crenulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clidd1,Melastomataceae,Clidemia,densiflora,Clidemia densiflora,Clidemia densiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clidde,Melastomataceae,Clidemia,dentata,Clidemia dentata,Clidemia dentata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cliddi,Melastomataceae,Clidemia,discolor,Clidemia discolor,Clidemia discolor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clidha,Melastomataceae,Clidemia,hammelii,Clidemia hammelii,Clidemia hammelii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clid1,Melastomataceae,Clidemia,sp.1,Clidemia sp.1,Clidemia sp.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clitgl,Fabaceae-papilionoideae,Clitoria,glaberrima,Clitoria glaberrima,Clitoria glaberrima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cluscr,Clusiaceae,Clusia,cretosa,Clusia cretosa,Clusia cretosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clusdi,Clusiaceae,Clusia,divaricata,Clusia divaricata,Clusia divaricata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cluspr,Clusiaceae,Clusia,pratensis,Clusia pratensis,Clusia pratensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clusro,Clusiaceae,Clusia,rosea,Clusia rosea,Clusia rosea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
clusst,Clusiaceae,Clusia,stenophylla,Clusia stenophylla,Clusia stenophylla,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cnidur,Euphorbiaceae,Cnidoscolus,urens,Cnidoscolus urens,Cnidoscolus urens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cocca3,Polygonaceae,Coccoloba,ascendens,Coccoloba ascendens,Coccoloba ascendens,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccca,Polygonaceae,Coccoloba,caracasana,Coccoloba caracasana,Coccoloba caracasana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccjo,Polygonaceae,Coccoloba,johnstonii,Coccoloba johnstonii,Coccoloba johnstonii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccla,Polygonaceae,Coccoloba,lasseri,Coccoloba lasseri,Coccoloba lasseri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccmo,Polygonaceae,Coccoloba,mollis,Coccoloba mollis,Coccoloba mollis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccob,Polygonaceae,Coccoloba,obovata,Coccoloba obovata,Coccoloba obovata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccpa,Polygonaceae,Coccoloba,padiformis,Coccoloba padiformis,Coccoloba padiformis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cocc2,Polygonaceae,Coccoloba,sp.2,Coccoloba sp.2,Coccoloba sp.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cocc4,Polygonaceae,Coccoloba,sp.4,Coccoloba sp.4,Coccoloba sp.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cocctu,Polygonaceae,Coccoloba,tuerckheimii,Coccoloba tuerckheimii,Coccoloba tuerckheimii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coccuv,Polygonaceae,Coccoloba,uvifera,Coccoloba uvifera,Coccoloba uvifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cochvi,Cochlospermaceae,Cochlospermum,vitifolium,Cochlospermum vitifolium,Cochlospermum vitifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coconu,Arecaceae,Cocos,nucifera,Cocos nucifera,Cocos nucifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
coffar,Rubiaceae,Coffea,arabica,Coffea arabica,Coffea arabica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cojo1,Fabaceae-mimosoideae,Cojoba,hoja_grande,Cojoba hoja_grande,Cojoba hoja_grande,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
colpap,Arecaceae,Colpothrinax,aphanopetala,Colpothrinax aphanopetala,Colpothrinax aphanopetala,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
