"","species","censusyear","N_present"
"1660","Trichanthera gigantea",1995,0
"1661","Trichanthera gigantea",2000,0
"1662","Trichanthera gigantea",2005,0
"1663","Trichanthera gigantea",2010,0
"1664","Trichanthera gigantea",2015,0
"1665","Trichilia pallida",1982,17
"1666","Trichilia pallida",1985,17
"1667","Trichilia pallida",1990,19
"1668","Trichilia pallida",1995,21
"1669","Trichilia pallida",2000,21
"1670","Trichilia pallida",2005,20
"1671","Trichilia pallida",2010,25
"1672","Trichilia pallida",2015,25
"1673","Trichilia tuberculata",1982,114
"1674","Trichilia tuberculata",1985,104
"1675","Trichilia tuberculata",1990,85
"1676","Trichilia tuberculata",1995,89
"1677","Trichilia tuberculata",2000,93
"1678","Trichilia tuberculata",2005,76
"1679","Trichilia tuberculata",2010,66
"1680","Trichilia tuberculata",2015,62
"1681","Triplaris cumingiana",1982,19
"1682","Triplaris cumingiana",1985,16
"1683","Triplaris cumingiana",1990,19
"1684","Triplaris cumingiana",1995,22
"1685","Triplaris cumingiana",2000,21
"1686","Triplaris cumingiana",2005,21
"1687","Triplaris cumingiana",2010,19
"1688","Triplaris cumingiana",2015,16
"1689","Trophis caucana",1982,30
"1690","Trophis caucana",1985,36
"1691","Trophis caucana",1990,36
"1692","Trophis caucana",1995,32
"1693","Trophis caucana",2000,29
"1694","Trophis caucana",2005,26
"1695","Trophis caucana",2010,25
"1696","Trophis caucana",2015,18
"1697","Trophis racemosa",1982,25
"1698","Trophis racemosa",1985,24
"1699","Trophis racemosa",1990,18
"1700","Trophis racemosa",1995,15
"1701","Trophis racemosa",2000,12
"1702","Trophis racemosa",2005,8
"1703","Trophis racemosa",2010,8
"1704","Trophis racemosa",2015,7
"1705","Turpinia occidentalis",1982,4
"1706","Turpinia occidentalis",1985,2
"1707","Turpinia occidentalis",1990,3
"1708","Turpinia occidentalis",1995,4
"1709","Turpinia occidentalis",2000,5
"1710","Turpinia occidentalis",2005,4
"1711","Turpinia occidentalis",2010,5
"1712","Turpinia occidentalis",2015,3
"1713","Unonopsis pittieri",1982,47
"1714","Unonopsis pittieri",1985,52
"1715","Unonopsis pittieri",1990,66
"1716","Unonopsis pittieri",1995,66
"1717","Unonopsis pittieri",2000,69
"1718","Unonopsis pittieri",2005,72
"1719","Unonopsis pittieri",2010,65
"1720","Unonopsis pittieri",2015,56
"1721","Virola multiflora",1982,3
"1722","Virola multiflora",1985,3
"1723","Virola multiflora",1990,4
"1724","Virola multiflora",1995,4
"1725","Virola multiflora",2000,5
"1726","Virola multiflora",2005,5
"1727","Virola multiflora",2010,6
"1728","Virola multiflora",2015,6
"1729","Virola sebifera",1982,54
"1730","Virola sebifera",1985,57
"1731","Virola sebifera",1990,70
"1732","Virola sebifera",1995,68
"1733","Virola sebifera",2000,68
"1734","Virola sebifera",2005,58
"1735","Virola sebifera",2010,63
"1736","Virola sebifera",2015,51
"1737","Virola surinamensis",1982,24
"1738","Virola surinamensis",1985,24
"1739","Virola surinamensis",1990,24
"1740","Virola surinamensis",1995,29
"1741","Virola surinamensis",2000,28
"1742","Virola surinamensis",2005,28
"1743","Virola surinamensis",2010,26
"1744","Virola surinamensis",2015,27
"1745","Vismia baccifera",1982,3
"1746","Vismia baccifera",1985,2
"1747","Vismia baccifera",1990,4
"1748","Vismia baccifera",1995,4
"1749","Vismia baccifera",2000,3
"1750","Vismia baccifera",2005,5
"1751","Vismia baccifera",2010,7
"1752","Vismia baccifera",2015,9
"1753","Vochysia ferruginea",1982,0
"1754","Vochysia ferruginea",1985,0
"1755","Vochysia ferruginea",1990,2
"1756","Vochysia ferruginea",1995,2
"1757","Vochysia ferruginea",2000,1
"1758","Vochysia ferruginea",2005,1
"1759","Vochysia ferruginea",2010,2
"1760","Vochysia ferruginea",2015,2
"1761","Xylopia macrantha",1982,58
"1762","Xylopia macrantha",1985,71
"1763","Xylopia macrantha",1990,90
"1764","Xylopia macrantha",1995,100
"1765","Xylopia macrantha",2000,113
"1766","Xylopia macrantha",2005,131
"1767","Xylopia macrantha",2010,149
"1768","Xylopia macrantha",2015,179
"1769","Xylosma oligandra",1982,35
"1770","Xylosma oligandra",1985,37
"1771","Xylosma oligandra",1990,38
"1772","Xylosma oligandra",1995,29
"1773","Xylosma oligandra",2000,27
"1774","Xylosma oligandra",2005,18
"1775","Xylosma oligandra",2010,17
"1776","Xylosma oligandra",2015,7
"1777","Zanthoxylum acuminatum",1982,1
"1778","Zanthoxylum acuminatum",1985,2
"1779","Zanthoxylum acuminatum",1990,3
"1780","Zanthoxylum acuminatum",1995,3
"1781","Zanthoxylum acuminatum",2000,3
"1782","Zanthoxylum acuminatum",2005,1
"1783","Zanthoxylum acuminatum",2010,1
"1784","Zanthoxylum acuminatum",2015,1
"1785","Zanthoxylum ekmanii",1982,12
"1786","Zanthoxylum ekmanii",1985,16
"1787","Zanthoxylum ekmanii",1990,15
"1788","Zanthoxylum ekmanii",1995,18
"1789","Zanthoxylum ekmanii",2000,22
"1790","Zanthoxylum ekmanii",2005,25
"1791","Zanthoxylum ekmanii",2010,27
"1792","Zanthoxylum ekmanii",2015,21
"1793","Zanthoxylum panamense",1982,3
"1794","Zanthoxylum panamense",1985,3
"1795","Zanthoxylum panamense",1990,5
"1796","Zanthoxylum panamense",1995,4
"1797","Zanthoxylum panamense",2000,4
"1798","Zanthoxylum panamense",2005,6
"1799","Zanthoxylum panamense",2010,9
"1800","Zanthoxylum panamense",2015,6
"1801","Zanthoxylum setulosum",1982,1
"1802","Zanthoxylum setulosum",1985,1
"1803","Zanthoxylum setulosum",1990,1
"1804","Zanthoxylum setulosum",1995,1
"1805","Zanthoxylum setulosum",2000,1
"1806","Zanthoxylum setulosum",2005,1
"1807","Zanthoxylum setulosum",2010,1
"1808","Zanthoxylum setulosum",2015,0
"1809","Zuelania guidonia",1982,2
"1810","Zuelania guidonia",1985,2
"1811","Zuelania guidonia",1990,2
"1812","Zuelania guidonia",1995,3
"1813","Zuelania guidonia",2000,3
"1814","Zuelania guidonia",2005,3
"1815","Zuelania guidonia",2010,2
"1816","Zuelania guidonia",2015,2
