"","species","censusyear","freq_est","freq_LCI","freq_UCI"
"120","Apeiba membranacea",1990,0.00127714600443168,0.00117014324691062,0.00140232396939539
"121","Apeiba membranacea",1995,0.00132085906559888,0.00118634124663311,0.00150436986225683
"122","Apeiba membranacea",2000,0.0013505476607327,0.0011518523297294,0.00157496009892556
"123","Apeiba membranacea",2005,0.00135387581149092,0.00113183592901815,0.00162308275280815
"124","Apeiba membranacea",2010,0.0013434245413965,0.00113047631093536,0.00163057444876971
"125","Apeiba membranacea",2015,0.00132697991583953,0.00108650161072095,0.00166051680140162
"126","Apeiba tibourbou",1985,0.000308413579560036,0.000250926009008695,0.000366693459749464
"127","Apeiba tibourbou",1990,0.000324665817959936,0.000234045422123194,0.000406055922543913
"128","Apeiba tibourbou",1995,0.000312684613696517,0.000230992166198278,0.000428010923460682
"129","Apeiba tibourbou",2000,0.000322296742118223,0.000210731001321483,0.000447121587170396
"130","Apeiba tibourbou",2005,0.000325279558246272,0.0002015421024428,0.000463363056167998
"131","Apeiba tibourbou",2010,0.000318699840134738,0.000205570487108072,0.000479453107282149
"132","Apeiba tibourbou",2015,0.000308582438454819,0.000187807933646156,0.000470394762472437
"133","Aphelandra sinclairiana",1985,9.41447219372387e-05,6.27789599907589e-05,0.000131030730531027
"134","Aphelandra sinclairiana",1990,9.5878301624457e-05,4.76715201962946e-05,0.000160271315173467
"135","Aphelandra sinclairiana",1995,9.23665149104853e-05,3.47151712642459e-05,0.000162148660132241
"136","Aphelandra sinclairiana",2000,7.4505491185428e-05,2.47709998558771e-05,0.000155487589090385
"137","Aphelandra sinclairiana",2005,7.7969173153026e-05,1.30194948017629e-05,0.000156478398144083
"138","Aphelandra sinclairiana",2010,6.65052867434812e-05,6.31548157208956e-06,0.000186281531534644
"139","Aphelandra sinclairiana",2015,6.69940455554792e-05,0,0.000181423567670721
"140","Ardisia standleyana",1985,0.000198558881462126,0.000161691456922004,0.000245679562491406
"141","Ardisia standleyana",1990,0.000202637550397396,0.00017044345450305,0.000293147277840152
"142","Ardisia standleyana",1995,0.000231435966908789,0.000156025135831378,0.000329683511252646
"143","Ardisia standleyana",2000,0.000248114334176768,0.000173569310899789,0.000378608501316489
"144","Ardisia standleyana",2005,0.000272911598957784,0.00016952157136816,0.000417092608642705
"145","Ardisia standleyana",2010,0.000279259041045738,0.000172710780016971,0.000465043210872832
"146","Ardisia standleyana",2015,0.000294838996829714,0.000153820087673194,0.00045532157900466
"147","Aspidosperma spruceanum",1985,0.00019858482239085,0.000167610168508231,0.000240600377875468
"148","Aspidosperma spruceanum",1990,0.000223595738961096,0.000170457209157208,0.000267051513521089
"149","Aspidosperma spruceanum",1995,0.000254041688354932,0.000190440583176785,0.000324127721772666
"150","Aspidosperma spruceanum",2000,0.000284947937516809,0.000210778031598735,0.000384552095573803
"151","Aspidosperma spruceanum",2005,0.000319010447777996,0.000221580557964684,0.0004171683184134
"152","Aspidosperma spruceanum",2010,0.000358773003336573,0.000239276754422014,0.000459814998409748
"153","Aspidosperma spruceanum",2015,0.000375269731855774,0.000254508079172267,0.000515952098050482
"154","Astrocaryum standleyanum",1985,0.00240501559761989,0.00230463625628281,0.00248485496938385
"155","Astrocaryum standleyanum",1990,0.00223258018051797,0.00214141445325182,0.00236953847006178
"156","Astrocaryum standleyanum",1995,0.00221878106456438,0.0020631573158851,0.00239702979728955
"157","Astrocaryum standleyanum",2000,0.00220097394522172,0.00200130300167876,0.00237032419784095
"158","Astrocaryum standleyanum",2005,0.00208625480072889,0.00191968997154672,0.00228058877695278
"159","Astrocaryum standleyanum",2010,0.00196890988762327,0.00177202859563232,0.00216973140902855
"160","Astrocaryum standleyanum",2015,0.00183946945840018,0.00158926333003013,0.00202180875761572
"161","Astronium graveolens",1985,0.0001779163900012,0.000156799662794112,0.000214560510069631
"162","Astronium graveolens",1990,0.000192087079612748,0.000153994099941994,0.000244773712898711
"163","Astronium graveolens",1995,0.000219626543160437,0.000162086235742557,0.000266065518397787
"164","Astronium graveolens",2000,0.000235436984734097,0.000167112793430936,0.000303995370719422
"165","Astronium graveolens",2005,0.000254097112396115,0.000169596799932038,0.000325773272403946
"166","Astronium graveolens",2010,0.000272948993702497,0.000173158740403901,0.00036588449588703
"167","Astronium graveolens",2015,0.000281690170039425,0.000161292219047048,0.000402660377129666
"168","Attalea butyracea",1985,0.000465608397845797,0.000417924745452641,0.000517781619942436
"169","Attalea butyracea",1990,0.000458292705563064,0.000394071586671114,0.000537984845980197
"170","Attalea butyracea",1995,0.000473411312812433,0.000387193804963338,0.000555623086619845
"171","Attalea butyracea",2000,0.000459299264681267,0.000365940093239891,0.00057038900667565
"172","Attalea butyracea",2005,0.000455488967425797,0.000357746484268837,0.000598342890845396
"173","Attalea butyracea",2010,0.000438926108308169,0.000318967235490824,0.000593041156514076
"174","Attalea butyracea",2015,0.000415393757692961,0.000287698020085658,0.000569565920629169
"175","Bactris coloniata",1985,0.0010451013665392,0.000961612502522573,0.00116204237093733
"176","Bactris coloniata",1990,0.000798921996112544,0.000651229003751046,0.000943482942527095
"177","Bactris coloniata",1995,0.000612546886452337,0.000486542274917532,0.000747561516471134
"178","Bactris coloniata",2000,0.000440758266074966,0.000309587709043078,0.000602205957001018
"179","Bactris coloniata",2005,0.000332349849868977,0.000214456576533153,0.000487983402808101
"180","Bactris coloniata",2010,0.000253122420744762,0.000132429239985197,0.000405927767238589
"181","Bactris coloniata",2015,0.000174513062752874,9.32747796034569e-05,0.000328980387048654
"182","Bactris coloradonis",1985,0.000208898010911129,0.000140910489745226,0.000267008746066822
"183","Bactris coloradonis",1990,7.45894915417305e-05,3.19642428708085e-05,0.0001383330668135
"184","Bactris coloradonis",1995,2.31749732997152e-05,0,6.39060372722802e-05
"185","Bactris coloradonis",2000,1.23912666352755e-05,0,3.7223441497988e-05
"186","Bactris coloradonis",2005,0,0,2.60307104352223e-05
"187","Bactris coloradonis",2010,0,0,1.33289170400865e-05
"188","Bactris coloradonis",2015,0,0,1.34305443063315e-05
"189","Bactris major major",1985,0.000601404721897114,0.000537727068301325,0.00064850729589131
"190","Bactris major major",1990,0.000564649763171219,0.000489795647395993,0.000660070791214935
"191","Bactris major major",1995,0.000566834450786401,0.000456327528179495,0.00066211951559677
"192","Bactris major major",2000,0.000545364412715808,0.000427636146949855,0.000675754513580093
"193","Bactris major major",2005,0.000527399490854701,0.000365071484902797,0.000671573751962876
"194","Bactris major major",2010,0.000505043796984424,0.00032587969906984,0.000665231045755326
"195","Bactris major major",2015,0.00046894260218323,0.000307933662892907,0.000637189222939921
"196","Beilschmiedia pendula",1985,0.00137013530158315,0.00129050757162597,0.00145919954046572
"197","Beilschmiedia pendula",1990,0.00137535455094138,0.00122063023789406,0.00151803968155449
"198","Beilschmiedia pendula",1995,0.00141682611778953,0.00123679189298797,0.00158014198089212
"199","Beilschmiedia pendula",2000,0.00145035372266085,0.00128991702528337,0.00162269810733885
"200","Beilschmiedia pendula",2005,0.00146542343610773,0.00124327904265041,0.00166716621592347
"201","Beilschmiedia pendula",2010,0.00145051066189904,0.00122959532864889,0.00170297414901521
"202","Beilschmiedia pendula",2015,0.00142124498383034,0.00120633083800126,0.00166883719498126
"203","Brosimum alicastrum bolivarense",1985,0.000700221562720184,0.000653397158356281,0.000752521536054341
"204","Brosimum alicastrum bolivarense",1990,0.000665878215243833,0.00059633218432488,0.000735602937192534
"205","Brosimum alicastrum bolivarense",1995,0.000664916526973568,0.000566421447259706,0.000759744786973346
"206","Brosimum alicastrum bolivarense",2000,0.000657026216536811,0.000533381184131504,0.000780614135078197
"207","Brosimum alicastrum bolivarense",2005,0.000638669492876181,0.000513876039338205,0.000780351291058121
"208","Brosimum alicastrum bolivarense",2010,0.000612916563245883,0.000498221701755752,0.00075861189060031
"209","Brosimum alicastrum bolivarense",2015,0.000589034604940278,0.000448747553647596,0.000718022060253397
"210","Calophyllum longifolium",1985,0.000156769298300621,0.000125499986751591,0.00018846291059367
"211","Calophyllum longifolium",1990,0.00015965174632854,9.59349346628167e-05,0.000218889404042638
"212","Calophyllum longifolium",1995,0.000162019222689275,8.65969641468945e-05,0.00024289820791059
"213","Calophyllum longifolium",2000,0.000173513209499257,8.030320048545e-05,0.000248124982799175
"214","Calophyllum longifolium",2005,0.000169175017573073,7.80599901635057e-05,0.000267451614309726
"215","Calophyllum longifolium",2010,0.000172764362729358,6.65880031476717e-05,0.000253602761938918
"216","Calophyllum longifolium",2015,0.000160973356729039,6.706912449247e-05,0.000262075551140874
"217","Capparis frondosa",1985,0.0353719746109361,0.0349907483687728,0.0357169920505202
"218","Capparis frondosa",1990,0.0338365712564416,0.0331211127952544,0.0343565586980144
"219","Capparis frondosa",1995,0.033915051305793,0.0330056988792068,0.0344999150877665
"220","Capparis frondosa",2000,0.0335874400649822,0.032724622764986,0.03466340983527
"221","Capparis frondosa",2005,0.0326688552845115,0.0317756214017266,0.0336996615434731
"222","Capparis frondosa",2010,0.0313090947884218,0.0305481698490216,0.0323054170880996
"223","Capparis frondosa",2015,0.0296502959574175,0.0287639448119147,0.030637421647756
"224","Casearia aculeata",1985,0.00111803071932778,0.00102872945207126,0.00119272209808202
"225","Casearia aculeata",1990,0.0011085352109515,0.00099006963316493,0.00125845962824438
"226","Casearia aculeata",1995,0.00113286286211888,0.000972053094636286,0.00130747056788851
"227","Casearia aculeata",2000,0.00115210227712733,0.000973869037329443,0.00138380614098705
"228","Casearia aculeata",2005,0.00115199926572307,0.000917373292366355,0.00136755984746088
"229","Casearia aculeata",2010,0.00113682824815607,0.000904977811035082,0.00141411925302959
"230","Casearia aculeata",2015,0.00112838010473005,0.000863516153135614,0.00142240568160582
"231","Casearia arborea",1985,0.00104531987671889,0.000962269096603145,0.00115079381582177
"232","Casearia arborea",1990,0.000915215229418288,0.000778139325390031,0.0010472046854464
"233","Casearia arborea",1995,0.000799161546645299,0.000653171750048692,0.000943400161248791
"234","Casearia arborea",2000,0.00070114513528182,0.000562934680484752,0.000843784456087631
"235","Casearia arborea",2005,0.000605251917005083,0.000441355086923381,0.000749501631586872
"236","Casearia arborea",2010,0.000518299987154891,0.000338491306454975,0.000672181035240495
"237","Casearia arborea",2015,0.000428317115360964,0.000274495798009546,0.000563124644061141
"238","Casearia commersoniana",1985,2.09288210795086e-05,1.04619194389287e-05,4.18679928639366e-05
"239","Casearia commersoniana",1990,2.66367033204189e-05,1.06494047760487e-05,5.33398483972239e-05
"240","Casearia commersoniana",1995,3.4674667097319e-05,1.15607643941768e-05,5.79562828651433e-05
"241","Casearia commersoniana",2000,3.71046129189048e-05,1.23854616537128e-05,7.42849645471723e-05
"242","Casearia commersoniana",2005,3.89671138877627e-05,6.16490804552947e-06,7.81596071989272e-05
"243","Casearia commersoniana",2010,3.32466829779177e-05,0,8.6824618227498e-05
"244","Casearia commersoniana",2015,3.35203613711952e-05,0,9.40260301565347e-05
"245","Casearia guianensis",1985,0.000104680802709549,8.36834095119135e-05,0.000136029259423823
"246","Casearia guianensis",1990,0.000106723585912487,7.46103231168002e-05,0.000149012236583115
"247","Casearia guianensis",1995,0.000104347827784225,6.95876458989988e-05,0.000156549742514207
"248","Casearia guianensis",2000,0.000111642450585447,6.18561615217717e-05,0.000179881779070324
"249","Casearia guianensis",2005,0.000117230246636085,6.50267449694148e-05,0.000182631797469207
"250","Casearia guianensis",2010,0.000119478294109079,5.32020577276091e-05,0.000186194393897555
"251","Casearia guianensis",2015,0.000107376064537851,5.35931382719146e-05,0.000201144329903436
"252","Casearia sylvestris sylvestris",1985,0.00074746813634883,0.000657849941612396,0.000821615449636508
"253","Casearia sylvestris sylvestris",1990,0.000681122795308887,0.000570394160502225,0.000814793565671149
"254","Casearia sylvestris sylvestris",1995,0.000630997148317883,0.000520691969135273,0.000747591063955164
"255","Casearia sylvestris sylvestris",2000,0.000583300261283976,0.000464535372101667,0.000718957730629968
"256","Casearia sylvestris sylvestris",2005,0.000533857642324987,0.000402697732383521,0.000676754870785651
"257","Casearia sylvestris sylvestris",2010,0.000465825079515563,0.000345139458760039,0.000638813890115693
"258","Casearia sylvestris sylvestris",2015,0.000422656891783229,0.000274754204649688,0.000604345603639973
"259","Cassipourea elliptica",1985,0.00106523524124679,0.000971127407563178,0.00117123852813505
"260","Cassipourea elliptica",1990,0.0012568435906252,0.00105458793034346,0.00139861612711028
"261","Cassipourea elliptica",1995,0.00142841287091757,0.00118747410265813,0.0016403203947245
"262","Cassipourea elliptica",2000,0.00162238155899517,0.00132020699490387,0.00190300944016482
"263","Cassipourea elliptica",2005,0.00185972559146533,0.0014927417994884,0.0021837224333954
"264","Cassipourea elliptica",2010,0.00207053990066207,0.00167637379966663,0.00246520907445441
"265","Cassipourea elliptica",2015,0.00236394327807048,0.00186912792535372,0.00288040017379488
"266","Cavanillesia platanifolia",1985,0.000156951376618224,0.000146229867802074,0.000188228587695969
"267","Cavanillesia platanifolia",1990,0.000165290937047807,0.00013280333846511,0.000212866225479512
"268","Cavanillesia platanifolia",1995,0.000179384784371214,0.000138922253204407,0.000219999857783559
"269","Cavanillesia platanifolia",2000,0.000192189460595072,0.000123953158965148,0.000236216465840128
"270","Cavanillesia platanifolia",2005,0.00019587743817999,0.000143075442068187,0.000247914987815682
"271","Cavanillesia platanifolia",2010,0.000199961363914042,0.000132753076235173,0.000266438867642244
"272","Cavanillesia platanifolia",2015,0.000214569253615357,0.000134136961083119,0.000281459093986096
"273","Cecropia insignis",1985,0.00121441187540294,0.00110103774721186,0.00134892684443306
"274","Cecropia insignis",1990,0.00126735289907591,0.00110222979475707,0.00141563009767472
"275","Cecropia insignis",1995,0.00126580927630092,0.0010683142152364,0.00145754707647627
"276","Cecropia insignis",2000,0.00124532575266528,0.00100991959586226,0.00149556296372535
"277","Cecropia insignis",2005,0.00123855983592645,0.000956189391012922,0.00157959978387875
"278","Cecropia insignis",2010,0.00122287576398927,0.000949324430236019,0.00155179501353278
"279","Cecropia insignis",2015,0.00119988787877924,0.000931031533162169,0.00158129586127036
"280","Cecropia obtusifolia",1985,0.000726487766114349,0.000580432382294748,0.000863612353891969
"281","Cecropia obtusifolia",1990,0.00108681773993306,0.000765634500244666,0.00128767307344788
"282","Cecropia obtusifolia",1995,0.00121440081878643,0.000755492929041796,0.00156919697776589
"283","Cecropia obtusifolia",2000,0.0014135075998492,0.000842067102039234,0.00185220377446829
"284","Cecropia obtusifolia",2005,0.00174363877420878,0.00109036263804633,0.0023116121999435
"285","Cecropia obtusifolia",2010,0.0022323649642322,0.00136974721923663,0.00284648949299539
"286","Cecropia obtusifolia",2015,0.00279471692062894,0.00177549339319236,0.00379920506669467
"287","Ceiba pentandra",1985,0.000251145853944155,0.000219481893435912,0.000282539084573366
"288","Ceiba pentandra",1990,0.000244774643429296,0.000191736325774867,0.000298145650029523
"289","Ceiba pentandra",1995,0.000242837867450114,0.000196272384350394,0.000301170577272191
"290","Ceiba pentandra",2000,0.000235464703076186,0.000167248101692407,0.00031021622696213
"291","Ceiba pentandra",2005,0.000221668776540015,0.000156343957678579,0.000299038300855503
"292","Ceiba pentandra",2010,0.000212894770342491,0.000146348858058312,0.000292791838879101
"293","Ceiba pentandra",2015,0.00020090276214825,0.000120724114633308,0.000288535924796472
"294","Celtis schippii",1985,0.000125561760964201,9.40601054315387e-05,0.000183177287527067
"295","Celtis schippii",1990,0.00017036411161884,9.575499468442e-05,0.000223662595528154
"296","Celtis schippii",1995,0.000196536345583086,0.000109614724973004,0.000300695883229678
"297","Celtis schippii",2000,0.000235125489193001,0.000123852543217766,0.000359215693331743
"298","Celtis schippii",2005,0.000273811896875998,0.000109546062768375,0.000463592524282519
"299","Celtis schippii",2010,0.000319544470588347,0.000133086241333722,0.000573200030519544
"300","Celtis schippii",2015,0.000375962693131855,0.000133438428580241,0.00073020177225931
"301","Cespedesia spathulata",1985,1.04628229814253e-05,0,2.09606817126372e-05
"302","Cespedesia spathulata",1990,1.065740183231e-05,0,3.19736202444755e-05
"303","Cespedesia spathulata",1995,1.15715963630621e-05,0,3.47277095023451e-05
"304","Cespedesia spathulata",2000,1.23936470550891e-05,0,3.72344622960231e-05
"305","Cespedesia spathulata",2005,1.30274489430311e-05,0,4.59606226055302e-05
"306","Cespedesia spathulata",2010,1.33083137059277e-05,0,5.32506409073919e-05
"307","Cespedesia spathulata",2015,1.34043766017927e-05,0,5.37423509104127e-05
"308","Cestrum megalophyllum",1985,0.00300243839280901,0.00277225246634649,0.00319978992568953
"309","Cestrum megalophyllum",1990,0.00230872759539509,0.00205521020813015,0.00259650573512155
"310","Cestrum megalophyllum",1995,0.00165603211508388,0.0014036923492225,0.00190463493642609
"311","Cestrum megalophyllum",2000,0.00116470690721725,0.000923971616863692,0.00152601794145149
"312","Cestrum megalophyllum",2005,0.000845484525682459,0.000626126573643768,0.0011135603576849
"313","Cestrum megalophyllum",2010,0.000625154240461218,0.000444486923833288,0.000811949526885955
"314","Cestrum megalophyllum",2015,0.000455590098674979,0.000288118378985382,0.000636491461789791
"315","Chamaedorea tepejilote",1985,0.000313235783126242,0.000250739201824533,0.000392117205713344
"316","Chamaedorea tepejilote",1990,0.000229327376836133,0.000132904048099211,0.000335421766203541
"317","Chamaedorea tepejilote",1995,0.000173367314027304,8.09551441117351e-05,0.000266084699823582
"318","Chamaedorea tepejilote",2000,0.000123874293052404,4.30161279505127e-05,0.000241801356909237
"319","Chamaedorea tepejilote",2005,7.82564463880826e-05,2.6033658293431e-05,0.000195627086534464
"320","Chamaedorea tepejilote",2010,5.98145363075089e-05,0,0.000159615974046327
"321","Chamaedorea tepejilote",2015,4.02436114786454e-05,0,0.000120596046025954
"322","Chamguava schippii",1985,0.000439401791156716,0.000370952407982827,0.000507397729693309
